343,"[""i'd"" 'give' 'forever' 'touch' ""'cause"" 'know' 'feel' 'somehow' 'closest'
 'heaven' 'ever' 'wanna' 'go' 'home' 'right' 'taste' 'moment' 'breathe'
 'life' 'sooner' 'later' 'miss' 'tonight' 'want' 'world' 'see' 'think'
 ""they'd"" 'understand' ""everything's"" 'made' 'broken' ""can't"" 'fight'
 'tears' ""ain't"" 'coming' 'truth' 'lies' 'everything' 'feels' 'like'
 'movies' 'yeah' 'bleed' 'alive' 'instrumental']"
345,"['green' 'plastic' 'watering' 'fake' 'chinese' 'rubber' 'plant' 'earth'
 'bought' 'man' 'town' 'full' 'plans' 'get' 'rid' 'wears' 'lives' 'broken'
 'cracked' 'polystyrene' 'crumbles' 'burns' 'used' 'surgery' 'girls' '80s'
 'gravity' 'always' 'wins' 'looks' 'like' 'real' 'thing' 'tastes' 'love'
 ""can't"" 'help' 'feeling' 'could' 'blow' 'ceiling' 'turn' 'run' 'wanted'
 'time']"
346,"['care' ""monday's"" 'blue' ""tuesday's"" 'grey' 'wednesday' 'thursday'
 'friday' 'love' 'monday' 'fall' 'apart' 'tuesday' 'break' 'heart' 'oh'
 'even' 'start' 'saturday' 'wait' 'sunday' 'always' 'comes' 'late' 'never'
 'hesitate' 'black' 'attack' 'looking' 'back' 'hold' 'head' 'stay' 'bed'
 'watch' 'walls' 'instead' 'dressed' 'eyes' 'wonderful' 'surprise' 'see'
 'shoes' 'spirits' 'rise' 'throwing' 'frown' 'smiling' 'sound' 'sleek'
 'shriek' 'spinning' 'round' 'take' 'big' 'bite' 'gorgeous' 'sight' 'eat'
 'middle' 'night' 'get' 'enough' 'stuff']"
348,"['used' 'together' 'every' 'day' 'always' 'really' 'feel' ""losin'"" 'best'
 'friend' ""can't"" 'believe' 'could' 'end' 'looks' 'though' ""lettin'"" 'go'
 'real' 'well' 'want' 'know' 'speak' ""sayin'"" 'please' 'stop' ""explainin'""
 'tell' ""'cause"" 'hurts' ""thinkin'"" 'need' 'reasons' 'memories' 'inviting'
 'altogether' 'mighty' 'frightening' 'die' 'head' 'hands' 'sit' 'cry'
 'ending' 'gotta' 'pretending' 'guitar' 'solo' 'see' 'us' ""dyin'"" 'good'
 'oh' 'la' 'ooh' 'hush' 'darling']"
351,"['well' 'heard' 'secret' 'chord' 'david' 'played' 'pleased' 'lord'
 'really' 'care' 'music' 'ya' 'goes' 'like' 'fourth' 'fifth' 'minor'
 'fall' 'major' 'lift' 'baffled' 'king' 'composing' 'hallelujah' 'faith'
 'strong' 'needed' 'proof' 'saw' 'bathing' 'roof' 'beauty' 'moonlight'
 'overthrew' 'tied' 'kitchen' 'chair' 'broke' 'throne' 'cut' 'hair' 'lips'
 'drew' 'baby' 'seen' 'room' 'walked' 'floor' 'know' 'used' 'live' 'alone'
 'knew' 'flag' 'marble' 'arch' 'love' 'victory' 'march' 'cold' 'broken'
 'time' 'let' ""what's"" 'going' 'never' 'show' 'remember' 'moved' 'holy'
 'dove' 'moving' 'every' 'breath' 'instrumental' 'maybe' ""there's"" 'god'
 'ever' 'learned' 'shoot' 'somebody' 'outdrew' 'cry' 'hear' 'night'
 ""who's"" 'light']"
353,"['could' 'stay' 'awake' 'hear' ""breathin'"" 'watch' 'smile' 'sleeping'
 'far' 'away' 'dreaming' 'spend' 'life' 'sweet' 'surrender' 'lost'
 'moment' 'forever' 'every' 'spent' 'treasure' 'want' 'close' 'eyes'
 'fall' 'asleep' ""'cause"" ""i'd"" 'miss' 'baby' 'wanna' 'thing' 'even'
 'dream' 'sweetest' 'would' 'never' 'still' 'babe' 'lying' 'feeling'
 'heart' 'beating' 'wondering' ""wonderin'"" 'seeing' 'kiss' 'thank' 'god'
 ""we're"" 'together' 'ever' 'one' 'well' 'right' 'like' 'hold' 'feel'
 'mine' 'rest' 'time' 'yeah']"
354,"['getting' 'better' 'feel' 'make' 'easier' 'got' 'someone' 'blame' 'say'
 'one' 'love' 'life' 'need' 'night' 'get' 'share' 'leaves' 'baby' 'care'
 'disappoint' 'leave' 'bad' 'taste' 'mouth' 'act' 'like' 'never' 'want'
 'go' 'without' 'well' 'late' 'tonight' 'drag' 'past' 'light' ""we're""
 'carry' 'come' 'forgiveness' 'raise' 'dead' 'play' 'jesus' 'lepers'
 'head' 'ask' 'much' 'lot' 'gave' 'nothing' 'hurt' 'temple' 'higher' 'law'
 'enter' 'crawl' ""can't"" 'holding' 'blood' 'sisters' 'brothers'
 'oohoohooh' 'ohooh' 'may' 'oh' 'ay' 'yeah']"
360,"['could' 'return' 'let' 'burn' 'fade' 'sure' 'might' 'rude' 'attitude'
 'tearing' 'apart' 'ruining' 'everything' 'swore' 'would' 'true' 'honey'
 'holding' 'hand' 'way' 'stand' 'lying' 'time' 'game' 'deep' 'know' 'fool'
 'got' 'wrapped' 'around' 'finger' 'linger' 'oh' 'thought' 'world'
 'nothing' 'go' 'wrong' 'get' 'trying' 'lie' 'things' 'confused' 'feel'
 'used' 'always' 'really' 'knew' 'want' 'instrumental' 'break']"
364,"['kiss' 'bearded' 'barley' 'nightly' 'beside' 'green' 'grass' 'swing'
 'spinning' 'step' 'wear' 'shoes' 'dress' 'oh' 'beneath' 'milky'
 'twilight' 'lead' 'moonlit' 'floor' 'lift' 'open' 'hand' 'strike' 'band'
 'make' 'fireflies' 'dance' 'silver' ""moon's"" 'sparkling' 'broken' 'tree'
 'house' 'upon' 'hanging' 'tire' 'bring' 'flowered' 'hat' ""we'll"" 'take'
 'trail' 'marked' ""father's"" 'map' 'instrumental' 'break']"
365,"['dear' 'fear' ""we're"" 'facing' 'problem' 'love' 'longer' 'know' 'maybe'
 'nothing' 'make' 'mama' 'tells' 'bother' 'ought' 'stick' 'another' 'man'
 'surely' 'deserves' 'think' 'cry' 'pray' 'beg' 'say' 'fool' 'go'
 'pretend' 'leave' 'need' ""can't"" 'care' 'anything' 'lately' 'desperately'
 'pondered' 'spent' 'nights' 'awake' 'wonder' 'could' 'done' 'way' 'stay'
 'reason' 'lead' 'solution' 'end' 'lost' 'confusion' 'really' 'long']"
